City,datetime,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed
Chennai,2022-01-01 16:00:00,34.06142390038822,71.00518147596826,39.6103856036149,16.62294921419032,0.9837734765973223,40.254151665204695,25.374569105739194,60.5185138182232,8.017694590124615
Ahmedabad,2022-01-01 17:00:00,61.18451639070045,103.98132607675029,66.71082909192906,25.865455533036936,1.2065347567826634,29.927145404945595,16.76945396377605,68.69859242484719,8.622543124660782
Ahmedabad,2022-01-01 18:00:00,45.783896648432744,81.67268834853535,69.92086864255646,18.575728526009783,1.2663127082038395,24.123023684074436,18.354631848001805,68.85627156836252,23.427385630178847
Bangalore,2022-01-01 19:00:00,30.041884467181205,63.223541620975084,39.85198665666391,15.061983033452078,0.8585474924069235,27.860141451163514,24.32690279292069,58.20809152208411,11.125190652984132
Hyderabad,2022-01-01 20:00:00,57.449617442999845,77.21140360511491,49.006615373930465,15.603537653183379,1.3717603956503746,26.561896353531534,22.063234006934312,60.01295595454319,9.795176815088226
Kolkata,2022-01-01 21:00:00,56.74882127299389,88.83369469511352,48.13831212638649,16.903424420894705,1.6030755925359041,48.779933016938536,24.468401902330925,54.75947093512502,9.553814591237352
Mumbai,2022-01-01 22:00:00,55.8913723018806,131.6744973560136,52.38199071443845,18.595201160358535,1.4678191543097876,47.50392444433042,26.3507882778161,43.21717865309558,9.5661937807529
Ahmedabad,2022-01-01 23:00:00,34.54817285371045,94.70581025012362,42.886972615559706,26.618175379203223,1.287720958559878,37.85117591791855,19.142203964364963,51.71281275263673,8.539693379209824
Chennai,2022-01-02 00:00:00,39.50796708863432,73.0234412973081,42.3110817370126,16.82131224850763,1.1707130761066624,40.24165191752709,22.38596064604228,34.77384760956149,8.259297217433677
Hyderabad,2022-01-02 01:00:00,43.99719423335212,81.12973599370878,55.70252184497964,21.664205822463057,1.1029328050321945,33.83610117192075,24.27184407527484,39.999367984965815,10.484174985093151
Hyderabad,2022-01-02 02:00:00,31.125649328603995,61.23084383665767,42.34614387389212,14.648651456801302,0.8976007722040098,23.50072663164198,25.7997035247766,58.20322466422551,9.923752724266254
Mumbai,2022-01-02 03:00:00,60.43258113644833,107.03308109167048,52.8030234665315,16.122288425778226,1.1580838999508967,39.33520749655747,18.428594629759488,58.50857167180954,26.360088562771622
Ahmedabad,2022-01-02 04:00:00,45.38380310611372,101.64290655348582,48.0270053692304,22.37733682549716,0.9991623917299933,42.74386023725944,17.644878264793263,46.06116557522816,9.075394285630813
Chennai,2022-01-02 05:00:00,42.23700801573889,92.92693255763876,43.0736901421321,19.97381545357898,1.1256085246158007,26.725129384815663,22.730772302970312,60.30673929209912,9.467096190471866
Kolkata,2022-01-02 06:00:00,51.851825468571725,87.30475521835079,52.54816559217492,18.181962718752285,0.9234302470967388,51.25338172388166,26.730587028030385,50.896173284902815,12.493681968522155
Delhi,2022-01-02 07:00:00,108.02074096520437,90.55106994045556,80.29368163064129,28.13392254110957,1.7879633688069485,90.20460085749951,22.718635866653266,37.99522650069018,8.162148201222209
Chennai,2022-01-02 08:00:00,49.29153048633659,68.13517566652877,50.39770363740592,16.545070183326015,1.0195702891159484,49.4122808929602,19.27408608559339,56.91522893082263,14.673432008278168
Mumbai,2022-01-02 09:00:00,46.46158303206757,89.78110345459635,57.858832663787986,14.426312685430599,0.9587785031270865,51.50799167452264,20.22042249147502,54.74951392958257,8.971864745306252
Hyderabad,2022-01-02 10:00:00,51.255741921764006,94.0935916023302,39.01164193203016,10.068879457369912,0.9898142327166375,46.35495747792412,21.20885593701469,61.91373037249687,13.78796460775659
Kolkata,2022-01-02 11:00:00,42.93625212509231,144.23850092463945,62.065067537641205,19.579870822915176,1.2654442333567533,54.01616565444802,16.729970489673207,60.95781290293234,15.26698058682415
Chennai,2022-01-02 12:00:00,47.64302733955764,78.20321015684257,39.98123862895377,19.563964628574357,1.0711147597560653,39.15640627275435,22.12424508718617,34.7369402732935,8.790289369944759
Delhi,2022-01-02 13:00:00,37.68000938427399,113.20059126679544,67.67196556905614,28.754554723222654,1.4078089212331923,56.71050554894048,19.8407435687728,58.45864026526988,10.91544527118344
Delhi,2022-01-02 14:00:00,48.28894184396058,104.14627061677662,65.30783218062483,18.86157713047665,1.147589625679918,71.53642253006898,22.102507856236148,45.69267719664818,8.406306746041233
Bangalore,2022-01-02 15:00:00,42.23413498746029,76.42636844002321,26.087544918329584,10.118253037283104,0.8624768850273802,37.65955984079754,27.407765762179608,57.26204946490327,16.13833585928272
Bangalore,2022-01-02 16:00:00,47.43354629107264,96.06639944166459,45.71114714467086,10.914351022965985,0.7477975962733203,22.23386171695676,25.7484632917975,55.50840854737985,9.302169692098706
Pune,2022-01-02 17:00:00,42.740064958631635,89.12538771571671,31.19773984023518,11.105350590010268,0.6194954471281752,24.901240574187177,24.11973713818193,54.388749877150175,11.040708239598182
Mumbai,2022-01-02 18:00:00,58.896809966760685,117.88932460045224,46.323129326280345,16.621731270867617,1.5053871551409959,64.61231913088174,20.80218460509627,47.11022254940209,11.263374716104302
Ahmedabad,2022-01-02 19:00:00,53.88294403466562,112.25337879659693,66.59194050779523,11.062041685739716,1.1310488908303904,40.83276067944138,24.708270490202267,59.726616449402535,10.735674405492322
Chennai,2022-01-02 20:00:00,29.419263017538064,86.10310097892672,37.25143483075634,6.630199921548591,0.9724901389237448,38.392791920623324,18.10345931757969,69.57648209429615,13.670990316731723
Chennai,2022-01-02 21:00:00,37.612983062843426,71.85357236113178,30.28170142282415,6.208525799408688,0.6002274537725067,30.222970652734784,19.44304879705153,52.685115140564015,8.601885216969375
Ahmedabad,2022-01-02 22:00:00,47.14780208499734,70.80219955252402,64.00506495633293,11.482419035590508,1.0746930610231213,54.548628742544885,21.173403688706536,55.59267680715333,8.63866951110969
Pune,2022-01-02 23:00:00,47.336850463892134,60.23541047874784,33.865534704661876,16.352560261794338,0.9366392285990899,33.602655926426536,25.2701410113018,62.01355285782123,9.34750463537734
Hyderabad,2022-01-03 00:00:00,46.73636580058165,75.63213070778306,51.199056665995506,26.943075283491524,0.6027641726455206,33.44208066594031,20.045946285256303,48.63016775101825,8.534147741142657
Hyderabad,2022-01-03 01:00:00,25.248449662283463,46.92973614478344,36.715032706101994,21.552038594039395,0.9255808637483658,38.326231372107344,22.81977512852793,59.33695067311271,8.463931958999835
Pune,2022-01-03 02:00:00,41.062160942479636,58.96781350223855,28.026354205475535,13.702998567370827,0.7313021325931854,28.008762276731147,18.599566159051506,55.48749760698978,8.389091871555323
Hyderabad,2022-01-03 03:00:00,39.30361998673692,56.53356976992687,40.7516965797429,12.046312185720998,1.074466947695818,30.29809977144832,24.628095843291806,64.14913454162212,8.937738468988833
Bangalore,2022-01-03 04:00:00,34.18998102951771,79.70080429130911,32.68182777628342,12.440323986867567,0.8171415926479247,22.058744059198702,24.01222221596524,62.028230110188005,12.071600454681723
Chennai,2022-01-03 05:00:00,52.38059018099315,64.33390190348014,48.37531833350372,16.053546930330683,1.089544380687713,40.51785119181918,26.289914759542985,54.77418904579646,8.34109590573916
Pune,2022-01-03 06:00:00,47.42440092039004,65.4636228304257,41.94418020890788,19.15773938922651,0.9316118588523205,38.84165512079404,22.09291228755973,56.57086607133926,11.693592544723025
Chennai,2022-01-03 07:00:00,59.88231154796672,67.29884927286251,57.55858347709605,13.328015277688952,1.0261770067266316,39.41007936105157,25.143825930484237,51.74472896468762,10.15995175333556
Ahmedabad,2022-01-03 08:00:00,47.55442651249184,121.94222494881663,56.72454277839231,19.726548152119808,1.3704826399261625,35.21919026313825,17.530554593017463,53.64299118423314,14.449891007028448
Delhi,2022-01-03 09:00:00,72.30998849249569,79.4685354502022,94.58262886667218,26.83073665414811,1.6185959255641915,56.24534026689597,19.301291059777085,65.61333190993889,11.35948327208847
Bangalore,2022-01-03 10:00:00,43.86856117392913,71.95359299848099,34.47591353232106,13.537954991317825,0.948622910921396,45.91676466374119,20.74434428261881,65.09524119201923,10.80793275635684
Kolkata,2022-01-03 11:00:00,75.08049817924434,70.06347171958924,61.90696523906212,11.088443234183385,1.1129361707556598,55.30725075928853,19.28578106487899,48.24337409377969,12.14613325287074
Bangalore,2022-01-03 12:00:00,36.08835954914014,57.76710140494602,39.52756507292075,12.937861078225897,0.7427288613337835,17.017642278528193,22.320418279151376,64.1883757980739,8.638079944630025
Pune,2022-01-03 13:00:00,36.47447442795213,63.81616884842319,49.722999743922884,8.899418570378106,0.6629872921041478,26.352950125864606,26.249307302453808,48.04343794332163,10.428397599953808
Kolkata,2022-01-03 14:00:00,45.101424722995574,103.16794923433548,72.21443619781006,31.71270905850846,1.4038739086633947,26.20722465921092,21.83480308920508,52.52749716486932,8.452312317528333
Delhi,2022-01-03 15:00:00,51.108485122240836,119.70513464647814,71.08300459683791,27.383018711720148,1.9020269889039039,75.57132606110592,21.06205815721989,65.69362575631102,8.797004002062982
Pune,2022-01-03 16:00:00,45.458137619474265,63.08126175185163,39.077915598389424,16.305875052537118,0.9820837219265761,29.719444432181916,26.541907161877678,61.87014186072469,11.149076380870104
Mumbai,2022-01-03 17:00:00,78.79896269676038,83.40603452630664,75.68103865105545,16.759248186427456,1.2749338093544544,51.2815491963061,18.33520216961144,43.93011492409254,10.369744495565604
Chennai,2022-01-03 18:00:00,49.04677694844418,75.9815141843801,45.453264832091286,15.280750888559492,1.0572409698263623,38.15096888711477,21.684479977404067,59.07837462525074,8.575857909113923
Delhi,2022-01-03 19:00:00,94.36410909138209,123.12478745858242,56.35252924021481,37.72087900360691,1.9196222856936938,46.75114457421032,20.07861597046815,54.53905581450712,9.472643091975034
Chennai,2022-01-03 20:00:00,49.680155332026224,76.40401644591276,38.49759855994557,19.23449160445668,1.2427185747381067,48.84968005633811,22.63831838180458,64.35704261751086,9.661973648982183
Hyderabad,2022-01-03 21:00:00,36.65123775001108,68.16542356122643,40.12029014175595,16.11737356326301,0.5829957862171429,24.39024028628355,20.92536104647455,61.1903033640701,12.840229290473369
Mumbai,2022-01-03 22:00:00,60.717016312336575,103.96044124689301,67.54265347266426,24.91503701617534,1.1173960456731467,25.528915351996396,17.945251172793203,62.3828140294974,9.296831130358118
Mumbai,2022-01-03 23:00:00,76.24867699697631,91.36361292038949,64.68276789862715,27.632109846295826,1.2632082155607918,53.246369476988505,21.66960302725279,52.04999769777829,8.999521338217331
Delhi,2022-01-04 00:00:00,71.2048108957667,119.96411574856687,70.59277753402333,32.87630556533264,1.5644993697900833,68.58260067503467,21.301407963374945,59.0246303644943,8.091993540585031
Mumbai,2022-01-04 01:00:00,77.07283710538438,82.69474886125514,59.957631041155516,23.77212223064634,1.2225486484682289,46.09762918062841,21.526933381062072,48.91844426880134,8.702411920377866
Kolkata,2022-01-04 02:00:00,23.8242605178053,75.74499841184468,54.123677971875885,26.395461821667887,1.808400027652697,58.65084447416763,18.31787450336625,50.36280007011776,18.62900050038877
Mumbai,2022-01-04 03:00:00,67.26865390639244,93.32103818632609,74.23078779048836,17.704611446172905,1.054031681448597,33.10081306201988,23.27870851509257,46.72760702210167,10.6996388269801
Chennai,2022-01-04 04:00:00,47.10155084949547,93.41893393223674,54.43106672360805,16.376097705694136,0.9022611384615269,29.009693219273817,23.908561534054066,50.59789100598459,10.870529693464176
Chennai,2022-01-04 05:00:00,42.93216312749185,81.04885995786984,46.08242953363425,18.122058610318945,0.8401428286575005,32.41621720221247,22.41768863385647,61.76426410751246,15.01455374835908
Pune,2022-01-04 06:00:00,39.293715749255526,50.51242181029792,37.63908932518158,14.014400720879735,0.6066686511930113,18.8152962132232,21.36501701087995,59.26951616246462,10.141765501155678
Chennai,2022-01-04 07:00:00,28.74569823483357,92.45709643829855,56.1477172287502,18.83258582614248,0.974767196795193,48.35218823737117,19.962769754094985,63.73491583322357,10.012928516584282
Pune,2022-01-04 08:00:00,39.865821769898396,61.524509601479195,42.23767391973577,13.761212304585538,0.7687160637415446,29.530702626572605,20.960245541877534,55.00449476392856,8.837872082721258
Chennai,2022-01-04 09:00:00,54.06825828485008,90.8357025038178,37.98292688621813,7.1915347582441775,1.0413142043574948,26.167410617443576,26.60014183514796,39.9422587704823,8.375051490625413
Kolkata,2022-01-04 10:00:00,82.83026426097545,90.5117533449591,75.64848276907678,24.143182245544864,1.5595779059288601,28.493051215559845,21.061923420814715,56.63698788481906,12.152202268571672
Ahmedabad,2022-01-04 11:00:00,47.32481151436246,92.84551773611396,63.129575399010385,18.73750383463424,1.0388362037769412,35.15911360321711,22.718756460001465,67.95555844951139,12.224050713411422
Pune,2022-01-04 12:00:00,31.19142633439732,54.54887597226894,40.312746056038016,13.440711624111255,0.9696914807602701,31.661871812067787,22.83235703031404,57.30885516558844,9.350115201441628
Bangalore,2022-01-04 13:00:00,36.21552572605353,58.55187340197131,37.93396029800032,20.973755595095678,1.0492971946107763,24.054606604851656,19.70347945238885,62.31137031632124,13.20995011339303
Hyderabad,2022-01-04 14:00:00,52.9340195290553,45.79120856902581,43.22490732524128,16.01372304624183,0.9404005906470198,35.54209262467471,20.932406074440443,62.57976182679063,12.177070722181451
Delhi,2022-01-04 15:00:00,77.32970699509659,127.79498680736344,41.47254126888285,19.870572122997874,1.7145735858776296,51.34649353090833,23.275690216484747,48.792640799818834,17.495266287704254
Chennai,2022-01-04 16:00:00,40.44003231183919,79.8550561041266,37.723656335210975,18.148180320991464,1.163211945012982,41.29369856340678,20.50413401738109,49.5444358745842,9.253352331595964
Mumbai,2022-01-04 17:00:00,68.14467096573578,105.31483113978985,78.00218973557334,21.180722017564516,1.258726513405309,27.94816569340991,19.952187269455937,57.52848130495739,8.134984262551965
Ahmedabad,2022-01-04 18:00:00,59.803193386395726,97.6717736287679,63.95807440960103,24.54599291114876,1.2321573955614533,24.476299772519035,17.093559870036813,60.4900115852205,8.327245097779999
Chennai,2022-01-04 19:00:00,60.672808410278414,66.90985748019963,37.06623120985148,14.873457925309113,1.1601960059101193,43.91399581145328,24.480673120105436,45.3029657485132,12.717760678090972
Mumbai,2022-01-04 20:00:00,47.15244000945844,109.39607079479606,48.567779281385604,15.56838262962999,1.339056915191566,35.699326717718094,20.40098137734605,52.08882630365949,9.675108044435657
Hyderabad,2022-01-04 21:00:00,40.254764033196906,84.94459197700236,30.0661838158439,12.965085658619858,0.9472556377385666,53.86761987585338,19.53429209940781,60.9640167777159,10.37513445347992
Hyderabad,2022-01-04 22:00:00,39.59741476654613,57.69503546848072,37.85103171121147,8.921894392616178,1.084917778984603,23.706180538174436,22.27843584847989,44.40081379423503,10.639787181443564
Hyderabad,2022-01-04 23:00:00,28.669065457546534,77.89656575324499,42.03503880825332,13.31296205930824,0.9259655332050158,43.90027464710926,23.459339402705147,53.01582757184053,11.168239658596637
Mumbai,2022-01-05 00:00:00,60.800854394316204,108.35213224958804,70.22936269234627,26.29997765928856,1.368416353332471,59.519776404904206,20.991962258015526,40.20483445683091,11.189834959706312
Chennai,2022-01-05 01:00:00,49.367451542595006,66.86129533671523,51.581625184914856,13.17893170688101,1.0900890108964028,30.06909373731571,27.690609886795706,60.93213147294082,15.826810016322868
Hyderabad,2022-01-05 02:00:00,44.0142088273024,65.80993646584028,41.32263830503839,10.304417983757968,0.857214237287032,38.5776115417034,26.55945791467407,41.99445076531227,10.40659990587156
Kolkata,2022-01-05 03:00:00,58.68601808346749,110.83936610388592,58.809431022216,18.525959272426018,1.690083330881541,44.98590925547406,22.055269975708946,52.61423774730909,9.002239406219557
Pune,2022-01-05 04:00:00,26.051708824089772,41.67462091697653,33.47082818190779,13.823719725092307,0.9914625129963348,37.02340766246917,23.555071120962918,61.34160874068514,9.321919112539277
Mumbai,2022-01-05 05:00:00,51.33954847656106,69.47466579292887,65.73005363843667,16.022952209867483,1.0171870978126267,36.446983382251005,17.57901800079888,49.04155306551532,8.492383769078403
Mumbai,2022-01-05 06:00:00,52.36823511891044,71.42976162348477,66.77921322833,19.620845508663717,1.3949648536817507,47.89666840340973,24.350432973034,47.17168513159209,9.42900148546982
Chennai,2022-01-05 07:00:00,41.93346009545871,50.77656225471049,41.69329289762148,18.050261706142642,1.0445396029759362,29.98893295153529,23.261496708438493,72.10065604170816,26.66642784522652
Mumbai,2022-01-05 08:00:00,59.71309534307248,119.10911430821419,47.593481618064985,20.96305953651886,1.5166936277834353,66.91629150430497,16.587638066712312,51.13820097754594,10.098641386909026
Mumbai,2022-01-05 09:00:00,67.1755380470157,58.262296858307074,59.93229513713601,20.562259403044788,1.5856677472634815,53.73896092976147,21.37763131903756,66.63452327174312,9.3052776952819
Hyderabad,2022-01-05 10:00:00,63.201147761896706,75.58887566177877,42.04502845617806,20.914352727954928,1.0574569170709487,32.14825991480798,17.932078496351778,69.61471726505621,9.337751830546026
Chennai,2022-01-05 11:00:00,48.433494981636066,87.62615835991808,47.79122357962645,16.43129086414148,1.2333567574628816,46.70159663214111,25.08165593423999,55.431647094367,15.161695066528832
Hyderabad,2022-01-05 12:00:00,46.5890655549215,65.84726440875588,31.989273252966033,12.228805415249578,1.0609053443563286,28.908894279002904,18.62912283037816,45.01857114810691,14.184117397462668
Pune,2022-01-05 13:00:00,38.120032260647996,53.04110987019779,33.98032242705435,15.426662875946402,0.7883616761902832,31.515182587883167,17.642776217209665,48.34695594131434,10.674802678417349
Ahmedabad,2022-01-05 14:00:00,30.12954639079297,91.29042424461991,52.8914546734093,18.175894247615254,0.7494152751355768,41.401302123561635,19.503383290630744,53.40055322999281,9.393270976583846
Pune,2022-01-05 15:00:00,38.55142062350055,62.08881831209509,33.60122071960274,13.377149628748374,0.6773534706451161,33.12298926501361,22.009472910070933,34.6196019805316,9.928490639710612
Ahmedabad,2022-01-05 16:00:00,55.06496434881784,105.8559438253677,60.78967011976437,22.6843224326003,1.065047669263524,45.39062767664967,22.083608972240967,56.86980180694002,9.042751457405275
Hyderabad,2022-01-05 17:00:00,72.91212111689921,35.22290906319013,61.183253609686574,20.75383140091082,1.1234881537715478,25.6193931619808,19.973962055238385,53.67476560415999,9.998352713568806
Pune,2022-01-05 18:00:00,40.4337968195134,54.16152187606987,39.54218493299268,10.870223468206904,0.7270856658685122,37.584196559326756,22.424503177728848,57.69678218587416,10.092359866108342
Chennai,2022-01-05 19:00:00,53.85476590025522,88.97443288432363,57.73106555409009,23.380538785764067,0.8522979231816223,28.4402376912452,20.258660747211064,62.5120690426233,14.62766048046765
Delhi,2022-01-05 20:00:00,71.8249272070331,117.1242114588463,67.44450789603805,24.207810062622606,1.464017265085443,64.39011955749694,23.03428901012647,65.00122642211495,9.091800715536063
Hyderabad,2022-01-05 21:00:00,32.041535585830076,81.84540514699094,37.05206453421058,14.72115229833342,0.9083689860905452,42.192600532372936,24.544481013498796,55.566904540130544,8.237664690217626
Ahmedabad,2022-01-05 22:00:00,68.70563116645016,91.84187947662706,47.60081458871622,14.186154368505868,1.207008980439822,58.15969178676149,22.670048999314304,51.97028824988973,12.781706965487391
Kolkata,2022-01-05 23:00:00,72.89190847475913,96.39219592049899,68.61727994443939,24.644677506631446,1.6604382962179125,64.15103484994901,21.80792107249291,42.56718196568598,10.249828005019143
Ahmedabad,2022-01-06 00:00:00,64.72357849960036,81.89726997250554,48.4643046887344,12.60086563435763,1.088707597255995,28.018964281023187,22.608316459168652,49.86758651209623,8.126469160895551
Kolkata,2022-01-06 01:00:00,49.48376461307915,150.3474986823101,57.2652193026022,23.80957148323454,1.3295597760206332,64.58915576329308,19.90245847443488,61.52502510361157,10.77447163640186
Mumbai,2022-01-06 02:00:00,75.8809168696363,122.17438737027157,46.35269622598692,26.722334321014486,1.4447936038674702,47.95931331025717,25.156914620705525,52.23811988752416,16.302968784516523
Pune,2022-01-06 03:00:00,26.495180411196593,69.2682627864089,42.270678642211024,12.321854078494319,0.7163560674137514,21.84790341284605,22.445519869061528,53.288244651689794,8.666708742894652
Kolkata,2022-01-06 04:00:00,71.02968611284729,101.8211304378832,65.94570258148393,26.41803066098579,1.6432637490978508,32.200861431580655,26.7524577860502,55.059136063352334,14.022730075103809
Ahmedabad,2022-01-06 05:00:00,82.3563168520637,97.78122672975266,66.07617748438798,18.916266154841477,0.9867891030515356,19.543499331734317,28.39185763585593,54.73030662827426,12.663519845710056
Mumbai,2022-01-06 06:00:00,44.288952473554694,108.15377855833123,61.66586884326548,13.330937215370765,1.1572150937867192,19.4338931759822,18.157290397309485,62.98106626951383,9.28831220329079
Delhi,2022-01-06 07:00:00,69.79496609848405,135.76846120905066,84.82983787483154,27.53333856289202,1.517799528395321,39.016718137443924,24.48158691849121,58.71563902887339,14.277514241194885
Chennai,2022-01-06 08:00:00,52.06044271453907,68.32237475568583,55.760144120945384,16.60179194679861,1.3865054889612674,16.620154428148325,21.64261217368033,52.26109771641988,9.3829575229921
Chennai,2022-01-06 09:00:00,45.546670907137596,109.40380719168516,49.71778639095162,20.496190814675057,1.1257100677998064,34.79160222715031,23.27638024915764,58.31616865093311,8.490601522478048
Chennai,2022-01-06 10:00:00,30.187042916078312,79.0833060441632,46.953357837753636,14.61091989955324,0.9910961054266323,28.730340696831743,22.40873297620619,52.049126385147545,10.41561036020996
Kolkata,2022-01-06 11:00:00,63.566250799330184,143.62719899581742,70.48680645247211,23.620016544310847,1.080584295781266,55.842461364491335,18.94631863277631,36.10801101825396,14.509085226870525
Delhi,2022-01-06 12:00:00,55.16206556521205,121.53014539860581,62.61883900278966,18.850949139385584,1.9204037719163514,75.5561919601,24.501816213820643,36.96771849918734,9.168955511760505
Kolkata,2022-01-06 13:00:00,69.39867496327,94.82019793348589,77.88350891602987,23.28669021772757,1.562523603844902,43.72314616773194,20.647423047755108,38.98742473283166,8.171648343728044
Pune,2022-01-06 14:00:00,30.83702186822289,81.26483563675065,42.29500722278289,13.337099556563738,0.7528847208854883,16.798455475346188,27.03575107011965,37.451772295613175,8.243992027788103
Kolkata,2022-01-06 15:00:00,84.89799939437594,106.6319486338772,80.95053000686777,20.613219264093193,1.373389909823199,37.34005342170113,21.83872457195679,51.67731132808192,18.23117956013936
Delhi,2022-01-06 16:00:00,59.85011264456183,120.17627911893109,58.640161225396945,24.93688745912462,1.705410452479042,50.772930290550974,23.22450760384073,54.49924801976115,9.6558605411463
Delhi,2022-01-06 17:00:00,73.89813448355527,94.96485074710364,67.0387737126106,25.225483081593694,1.8137995232956634,81.23497046537449,24.261601695552187,54.37620427954975,11.363860876366203
Pune,2022-01-06 18:00:00,49.80849493265415,75.99188433145707,45.19917727639984,14.815560752818143,0.8499034432892614,15.466944461072618,24.08718682326319,34.70875158536279,12.693498288639775
Delhi,2022-01-06 19:00:00,58.630247439720165,112.78260707880811,81.58914927374263,25.759519440460444,2.1464800192128233,67.13941599645368,24.42983246476062,51.68191034227159,9.569277265201915
Ahmedabad,2022-01-06 20:00:00,57.62257114287,79.14726769547465,50.01465263010715,14.484073071011553,1.1509119979847544,56.20193991609772,24.61877288521391,53.50693165510372,9.343597439690674
Delhi,2022-01-06 21:00:00,94.96876622775541,104.45219782508669,57.58840000696941,17.503964153952243,1.543127721231811,71.07195601921552,22.087600205890755,50.06596476389048,9.622132737165176
Chennai,2022-01-06 22:00:00,29.57338903833129,82.20708087661198,44.23272092898676,14.139425773674661,1.202286076620664,23.665435722194832,21.46604474185865,36.1674554395192,13.167150580573107
Ahmedabad,2022-01-06 23:00:00,57.082962584365,58.59190997639221,55.67779927614801,17.240193222746562,1.3517159892436394,38.61601930060123,24.70800685058386,70.58658608592182,8.289968985364759
Ahmedabad,2022-01-07 00:00:00,58.480942765525306,84.3452943152745,43.1324862836921,6.096515310539469,1.398139700682871,31.172049601843064,23.084366830347665,54.192911021856325,9.519306691822925
Pune,2022-01-07 01:00:00,46.4695626731352,76.32681730339965,36.19761937505871,13.426558572617939,1.1458106296360389,19.992372691970168,20.61689255341912,60.789448253629146,8.382134541559115
Bangalore,2022-01-07 02:00:00,30.187307124519112,49.36162259982181,43.68480621022826,21.30943101367116,0.8129079877097832,37.26348867930007,22.92057696696556,56.51109168959996,10.626496195398548
Bangalore,2022-01-07 03:00:00,29.385650463339648,69.78871135577593,46.27848175358763,16.467725044174696,0.9435898611534344,30.85094532689999,18.723223423096385,41.332300226775416,8.154355547364883
Delhi,2022-01-07 04:00:00,82.3771777130241,101.86242966623131,68.9593016022851,23.99474940989435,1.385243203148108,51.459252590969484,22.30571871301899,56.122462056411656,8.37722346962352
Ahmedabad,2022-01-07 05:00:00,58.948426440733314,80.70047133489179,47.395018573003945,15.291778085117633,1.0967264489725337,26.41968720786879,22.24420945673489,51.85201760660425,8.32840209045746
Bangalore,2022-01-07 06:00:00,44.466765312269125,91.13344686793258,41.9746083194685,8.826198092705127,0.7929799785912788,22.434803775951544,22.73944356152156,57.72562505811396,8.568878715808502
